,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff
19,AEO,2021/03/12,$621.00K,26.0,29.81,2021/03/11 04:04,20210310,Call,621.0,1
20,PINS,2021/06/18,$1.08M,55.0,68.94,2021/03/11 03:57,20210310,Put,1080.0,99
21,SLB,2021/06/18,$325.00K,40.0,29.7,2021/03/11 03:57,20210310,Call,325.0,99
22,SLB,2021/08/20,$691.87K,35.0,29.67,2021/03/11 03:57,20210310,Call,691.87,162
23,SLB,2021/08/20,$238.11K,37.5,29.67,2021/03/11 03:57,20210310,Call,238.11,162
24,GM,2021/04/01,$299.34K,65.0,56.89,2021/03/11 03:53,20210310,Call,299.34,21
25,GM,2021/03/19,$240.52K,58.5,56.84,2021/03/11 03:53,20210310,Call,240.52,8
26,PFE,2021/06/18,$320.00K,34.0,35.1,2021/03/11 03:52,20210310,Put,320.0,99
27,UNFI,2021/05/21,$340.50K,30.0,35.96,2021/03/11 03:49,20210310,Put,340.5,71
28,UNFI,2021/08/20,$1.56M,40.0,35.96,2021/03/11 03:49,20210310,Put,1560.0,162
29,RMO,2021/04/16,$415.25K,10.0,11.83,2021/03/11 03:46,20210310,Call,415.25,36
30,SOAC,2021/05/21,$22.80K,10.0,10.22,2021/03/11 03:44,20210310,Put,22.8,71
31,GAN,2022/01/21,$2.24M,15.0,26.67,2021/03/11 03:39,20210310,Call,2240.0,316
32,MTDR,2021/03/19,$378.75K,25.0,25.29,2021/03/11 03:38,20210310,Call,378.75,8
33,MTDR,2021/04/16,$439.35K,27.5,25.29,2021/03/11 03:38,20210310,Call,439.35,36
34,LLY,2021/03/19,$882.00K,195.0,206.86,2021/03/11 03:37,20210310,Put,882.0,8
35,LLY,2021/03/19,$182.00K,180.0,206.86,2021/03/11 03:37,20210310,Put,182.0,8
36,AMRS,2021/06/18,$2.86M,20.0,17.6,2021/03/11 03:37,20210310,Call,2860.0,99
37,TEAM,2021/05/21,$2.84M,240.0,226.64,2021/03/11 03:36,20210310,Call,2840.0,71
38,TEAM,2021/06/18,$3.18M,240.0,226.64,2021/03/11 03:36,20210310,Call,3180.0,99
39,HBAN,2022/01/21,$135.00K,20.0,16.39,2021/03/11 03:32,20210310,Call,135.0,316
40,RIG,2021/05/21,$107.50K,4.0,4.68,2021/03/11 03:32,20210310,Put,107.5,71
41,RIG,2021/05/21,$22.50K,2.5,4.68,2021/03/11 03:32,20210310,Put,22.5,71
42,VALE,2021/03/19,$90.00K,17.0,17.16,2021/03/11 03:24,20210310,Call,90.0,8
43,PAGS,2022/01/21,$5.30M,65.0,49.87,2021/03/11 03:21,20210310,Call,5300.0,316
44,PAGS,2022/01/21,$7.77M,60.0,49.87,2021/03/11 03:21,20210310,Call,7770.0,316
45,JPM,2021/03/26,$369.68K,160.0,155.61,2021/03/11 03:20,20210310,Call,369.68,15
46,TWTR,2021/03/19,$216.00K,69.0,65.48,2021/03/11 03:19,20210310,Call,216.0,8
47,AAL,2021/04/23,$373.22K,22.0,22.0,2021/03/11 03:16,20210310,Call,373.22,43
48,MRO,2021/06/18,$461.97K,13.0,12.22,2021/03/11 03:15,20210310,Call,461.97,99
49,VALE,2021/03/19,$300.00K,17.0,17.13,2021/03/11 03:10,20210310,Call,300.0,8
50,NFLX,2021/05/21,$17.26M,580.0,506.62,2021/03/11 03:07,20210310,Put,17260.0,71
51,NFLX,2021/05/21,$3.21M,450.0,506.62,2021/03/11 03:07,20210310,Put,3210.0,71
52,ON,2021/04/16,$175.00K,30.0,37.64,2021/03/11 03:06,20210310,Put,175.0,36
53,BIDU,2021/04/16,$10.78M,270.0,247.57,2021/03/11 03:03,20210310,Put,10780.0,36
54,SPWR,2021/03/19,$24.00K,24.0,32.09,2021/03/11 03:01,20210310,Put,24.0,8
55,PLTR,2021/08/20,$1.55M,20.0,24.64,2021/03/11 02:58,20210310,Call,1550.0,162
56,TAL,2021/04/16,$325.00K,60.0,68.18,2021/03/11 02:57,20210310,Put,325.0,36
57,MU,2021/04/16,$984.00K,87.5,85.83,2021/03/11 02:54,20210310,Put,984.0,36
58,MU,2021/04/16,$729.00K,87.5,85.83,2021/03/11 02:54,20210310,Call,729.0,36
59,PYPL,2021/05/21,$7.51M,240.0,241.68,2021/03/11 02:50,20210310,Call,7510.0,71
60,PYPL,2021/05/21,$6.59M,240.0,241.68,2021/03/11 02:50,20210310,Put,6590.0,71
61,SNAP,2021/03/19,$255.25K,61.0,55.47,2021/03/11 02:50,20210310,Call,255.25,8
62,VIPS,2021/04/01,$175.00K,37.0,41.46,2021/03/11 02:47,20210310,Put,175.0,21
63,CCIV,2021/03/19,$42.65K,45.0,24.54,2021/03/11 02:46,20210310,Call,42.65,8
64,MAC,2021/03/19,$39.20K,12.0,13.98,2021/03/11 02:46,20210310,Put,39.2,8
65,MAC,2021/03/19,$333.20K,14.0,13.98,2021/03/11 02:46,20210310,Put,333.2,8
66,SAVA,2021/04/16,$266.11K,75.0,51.52,2021/03/11 02:44,20210310,Call,266.11,36
67,SNDL,2023/01/20,$375.00K,2.0,1.29,2021/03/11 02:43,20210310,Call,375.0,680
68,PDD,2021/10/15,$900.00K,100.0,148.61,2021/03/11 02:43,20210310,Put,900.0,218
69,GSX,2021/04/01,$390.00K,70.0,80.89,2021/03/11 02:43,20210310,Put,390.0,21
70,VCVC,2021/08/20,$70.56K,15.0,10.75,2021/03/11 02:41,20210310,Call,70.56,162
71,TSM,2021/04/16,$584.00K,120.0,114.38,2021/03/11 02:40,20210310,Call,584.0,36
72,UAL,2022/01/21,$165.00K,20.0,53.62,2021/03/11 02:37,20210310,Put,165.0,316
73,SNAP,2021/03/19,$175.23K,59.5,55.53,2021/03/11 02:37,20210310,Call,175.23,8
74,KHC,2022/01/21,$2.57M,20.0,39.42,2021/03/11 02:37,20210310,Call,2570.0,316
75,MGNI,2021/03/19,$140.00K,50.0,44.09,2021/03/11 02:37,20210310,Call,140.0,8
76,FUBO,2021/05/21,$2.06M,30.0,29.88,2021/03/11 02:37,20210310,Put,2060.0,71
77,VALE,2023/01/20,$1.46M,15.0,17.12,2021/03/11 02:34,20210310,Put,1460.0,680
78,ALLY,2022/01/21,$246.71K,35.0,45.5,2021/03/11 02:33,20210310,Put,246.71,316
79,DIS,2021/04/09,$350.14K,210.0,195.87,2021/03/11 02:33,20210310,Call,350.14,29
80,FCEL,2021/03/19,$287.96K,15.0,15.88,2021/03/11 02:32,20210310,Call,287.96,8
81,PFE,2021/04/16,$522.24K,30.0,35.01,2021/03/11 02:30,20210310,Call,522.24,36
82,UA,2022/01/21,$118.56K,30.0,18.88,2021/03/11 02:29,20210310,Call,118.56,316
83,HD,2021/04/16,$221.00K,285.0,266.68,2021/03/11 02:28,20210310,Call,221.0,36
84,TWTR,2021/03/19,$213.51K,69.0,65.67,2021/03/11 02:24,20210310,Call,213.51,8
85,ORCL,2021/03/19,$366.00K,72.5,72.56,2021/03/11 02:24,20210310,Call,366.0,8
86,KHC,2023/01/20,$1.22M,40.0,39.37,2021/03/11 02:24,20210310,Put,1220.0,680
87,KHC,2023/01/20,$802.50K,40.0,39.37,2021/03/11 02:24,20210310,Call,802.5,680
88,ORCL,2021/03/19,$560.08K,72.5,72.6,2021/03/11 02:22,20210310,Call,560.08,8
89,XSPA,2021/04/16,$31.88K,4.0,1.81,2021/03/11 02:21,20210310,Call,31.88,36
90,XSPA,2021/07/16,$97.75K,2.5,1.81,2021/03/11 02:21,20210310,Call,97.75,127
91,PYPL,2021/03/19,$126.54K,270.0,243.2,2021/03/11 02:21,20210310,Call,126.54,8
92,DIS,2021/03/19,$1.83M,180.0,195.69,2021/03/11 02:21,20210310,Call,1830.0,8
93,DIS,2021/06/18,$911.25K,180.0,195.69,2021/03/11 02:21,20210310,Put,911.25,99
94,DIS,2021/06/18,$2.70M,180.0,195.69,2021/03/11 02:21,20210310,Call,2700.0,99
95,DIS,2021/03/19,$67.50K,180.0,195.69,2021/03/11 02:21,20210310,Put,67.5,8
96,DIS,2021/03/19,$1.83M,180.0,195.69,2021/03/11 02:21,20210310,Call,1830.0,8
97,BMY,2021/06/18,$186.00K,55.0,61.04,2021/03/11 02:19,20210310,Put,186.0,99
98,RIG,2021/03/19,$70.36K,4.5,4.66,2021/03/11 02:18,20210310,Put,70.36,8
99,EDIT,2021/04/16,$195.00K,65.0,46.7,2021/03/11 02:17,20210310,Call,195.0,36
100,TSM,2021/07/16,$559.00K,100.0,114.57,2021/03/11 02:16,20210310,Put,559.0,127
101,CLF,2021/05/21,$109.86K,19.0,15.87,2021/03/11 02:15,20210310,Call,109.86,71
102,VCVC,2021/08/20,$110.00K,12.5,10.89,2021/03/11 02:14,20210310,Call,110.0,162
103,EOG,2021/07/16,$440.00K,90.0,74.44,2021/03/11 02:13,20210310,Call,440.0,127
104,DKNG,2021/03/19,$1.30M,63.0,69.43,2021/03/11 02:12,20210310,Call,1300.0,8
105,DKNG,2021/03/19,$996.84K,70.0,69.43,2021/03/11 02:12,20210310,Call,996.84,8
106,AXTA,2021/03/19,$3.00K,26.0,30.05,2021/03/11 02:11,20210310,Put,3.0,8
107,GOGO,2021/05/21,$360.00K,15.0,13.05,2021/03/11 02:09,20210310,Put,360.0,71
108,GOGO,2021/05/21,$190.00K,15.0,13.05,2021/03/11 02:09,20210310,Call,190.0,71
109,TUP,2021/03/19,$120.00K,25.0,25.36,2021/03/11 02:08,20210310,Put,120.0,8
110,AIR,2021/05/21,$3.22M,40.0,42.53,2021/03/11 02:06,20210310,Call,3220.0,71
111,AIR,2021/05/21,$1.86M,45.0,42.53,2021/03/11 02:06,20210310,Call,1860.0,71
112,MRO,2022/01/21,$1000.00K,15.0,12.04,2021/03/11 02:05,20210310,Put,1000.0,316
113,TAL,2021/05/21,$485.87K,65.0,69.17,2021/03/11 02:05,20210310,Put,485.87,71
114,TAL,2021/04/16,$262.50K,60.0,69.2,2021/03/11 02:05,20210310,Put,262.5,36
115,RIG,2021/03/12,$63.74K,5.0,4.65,2021/03/11 02:03,20210310,Call,63.74,1
116,MET,2021/09/17,$831.00K,52.5,60.16,2021/03/11 02:03,20210310,Put,831.0,190
117,NLS,2021/04/16,$144.96K,15.0,19.14,2021/03/11 02:03,20210310,Put,144.96,36
118,FANG,2021/06/18,$320.00K,110.0,79.72,2021/03/11 02:02,20210310,Call,320.0,99
119,BILI,2021/06/18,$1.47M,95.0,103.55,2021/03/11 02:00,20210310,Put,1470.0,99
120,PLTR,2021/03/19,$110.11K,26.0,24.87,2021/03/11 01:59,20210310,Call,110.11,8
121,AMC,2021/03/12,$196.87K,11.0,10.85,2021/03/11 01:58,20210310,Put,196.87,1
122,SLM,2021/03/19,$32.18K,17.0,16.41,2021/03/11 01:54,20210310,Call,32.18,8
123,DAN,2021/03/19,$74.00K,26.0,25.76,2021/03/11 01:54,20210310,Call,74.0,8
124,DAN,2021/03/19,$580.00K,20.0,25.76,2021/03/11 01:54,20210310,Call,580.0,8
125,FOSL,2021/03/12,$72.12K,15.0,18.13,2021/03/11 01:53,20210310,Put,72.12,1
126,AER,2022/01/21,$800.00K,60.0,53.03,2021/03/11 01:53,20210310,Call,800.0,316
127,FOSL,2021/03/12,$63.55K,15.0,18.02,2021/03/11 01:52,20210310,Put,63.55,1
128,HES,2021/05/21,$365.00K,62.5,70.08,2021/03/11 01:52,20210310,Put,365.0,71
129,ANAB,2021/05/21,$200.00K,17.5,19.31,2021/03/11 01:50,20210310,Put,200.0,71
130,VCVC,2021/08/20,$105.00K,12.5,10.77,2021/03/11 01:48,20210310,Call,105.0,162
131,PFE,2023/01/20,$190.00K,55.0,34.9,2021/03/11 01:48,20210310,Call,190.0,680
132,PFE,2023/01/20,$320.00K,37.0,34.9,2021/03/11 01:48,20210310,Call,320.0,680
133,HAL,2021/03/19,$68.00K,24.0,23.73,2021/03/11 01:47,20210310,Call,68.0,8
134,FUBO,2021/04/16,$274.45K,50.0,31.3,2021/03/11 01:47,20210310,Call,274.45,36
135,EXPR,2021/03/19,$88.22K,4.5,4.35,2021/03/11 01:47,20210310,Call,88.22,8
136,FUBO,2021/04/16,$335.61K,50.0,31.27,2021/03/11 01:45,20210310,Call,335.61,36
137,FUBO,2021/04/16,$334.29K,50.0,31.28,2021/03/11 01:45,20210310,Call,334.29,36
138,DBI,2021/03/19,$121.00K,15.0,14.91,2021/03/11 01:43,20210310,Call,121.0,8
139,AMC,2021/03/19,$2.00K,2.0,9.86,2021/03/11 01:41,20210310,Put,2.0,8
140,OPEN,2021/04/16,$236.03K,22.0,23.33,2021/03/11 01:40,20210310,Put,236.03,36
141,FUBO,2021/08/20,$954.36K,45.0,30.75,2021/03/11 01:40,20210310,Call,954.36,162
142,FUBO,2021/08/20,$660.00K,45.0,30.7,2021/03/11 01:40,20210310,Call,660.0,162
143,NLS,2021/04/16,$90.00K,15.0,19.21,2021/03/11 01:39,20210310,Put,90.0,36
144,CAN,2021/03/19,$273.00K,40.0,28.85,2021/03/11 01:33,20210310,Call,273.0,8
145,CHPT,2021/03/12,$1.27M,40.0,28.89,2021/03/11 01:32,20210310,Put,1270.0,1
146,VALE,2021/06/18,$39.98K,25.0,17.0,2021/03/11 01:32,20210310,Call,39.98,99
147,NFLX,2021/06/18,$1.88M,575.0,507.58,2021/03/11 01:31,20210310,Call,1880.0,99
148,DELL,2021/03/19,$427.50K,87.5,87.15,2021/03/11 01:31,20210310,Call,427.5,8
149,DELL,2021/04/16,$302.50K,95.0,87.15,2021/03/11 01:31,20210310,Call,302.5,36
150,MLCO,2021/03/19,$78.34K,21.0,21.07,2021/03/11 01:30,20210310,Call,78.34,8
151,LVS,2021/03/12,$62.46K,63.0,62.14,2021/03/11 01:30,20210310,Call,62.46,1
152,NEM,2021/04/09,$155.00K,57.0,58.68,2021/03/11 01:29,20210310,Put,155.0,29
153,CCL,2021/06/18,$640.23K,30.0,26.89,2021/03/11 01:29,20210310,Call,640.23,99
154,AMC,2021/03/19,$77.22K,20.0,11.26,2021/03/11 01:28,20210310,Call,77.22,8
155,AMC,2021/03/12,$95.96K,8.0,11.34,2021/03/11 01:28,20210310,Put,95.96,1
156,KHC,2022/01/21,$1.15M,37.5,39.25,2021/03/11 01:27,20210310,Call,1150.0,316
157,KHC,2022/01/21,$996.96K,37.5,39.25,2021/03/11 01:27,20210310,Put,996.96,316
158,CCL,2021/06/18,$329.60K,30.0,26.98,2021/03/11 01:26,20210310,Call,329.6,99
159,DKNG,2021/08/20,$2.55M,90.0,68.45,2021/03/11 01:26,20210310,Call,2550.0,162
160,PBR,2023/01/20,$182.00K,7.0,7.64,2021/03/11 01:24,20210310,Put,182.0,680
161,PFE,2023/01/20,$1000.00K,55.0,34.8,2021/03/11 01:23,20210310,Call,1000.0,680
162,PFE,2023/01/20,$1.65M,37.0,34.8,2021/03/11 01:23,20210310,Call,1650.0,680
163,CXW,2021/06/18,$60.00K,7.0,8.42,2021/03/11 01:22,20210310,Put,60.0,99
164,CXW,2021/06/18,$92.00K,8.0,8.42,2021/03/11 01:22,20210310,Put,92.0,99
165,EXPR,2021/03/19,$100.30K,6.0,4.74,2021/03/11 01:22,20210310,Call,100.3,8
166,RVLV,2021/06/18,$3.36M,30.0,46.34,2021/03/11 01:21,20210310,Call,3360.0,99
167,RVLV,2021/06/18,$1.70M,45.0,46.34,2021/03/11 01:21,20210310,Call,1700.0,99
168,PRPB,2021/05/21,$25.03K,10.0,10.22,2021/03/11 01:21,20210310,Put,25.03,71
169,CRM,2021/09/17,$1.90M,220.0,214.31,2021/03/11 01:20,20210310,Call,1900.0,190
170,CRM,2021/09/17,$1.62M,180.0,214.31,2021/03/11 01:20,20210310,Put,1620.0,190
171,PVG,2021/04/16,$90.00K,10.0,10.36,2021/03/11 01:20,20210310,Put,90.0,36
172,APA,2021/04/01,$92.36K,25.0,21.43,2021/03/11 01:19,20210310,Call,92.36,21
173,ET,2021/07/16,$330.50K,6.0,8.39,2021/03/11 01:19,20210310,Call,330.5,127
174,DKNG,2021/08/20,$797.29K,90.0,68.72,2021/03/11 01:17,20210310,Call,797.29,162
175,DIS,2021/03/19,$83.70K,180.0,196.31,2021/03/11 01:17,20210310,Put,83.7,8
176,UWMC,2021/03/19,$119.96K,10.0,9.16,2021/03/11 01:15,20210310,Call,119.96,8
177,WMT,2021/04/16,$251.98K,135.0,131.32,2021/03/11 01:15,20210310,Call,251.98,36
178,GOL,2021/07/16,$75.00K,9.0,7.24,2021/03/11 01:14,20210310,Call,75.0,127
179,CMCSA,2021/04/16,$58.00K,62.5,57.32,2021/03/11 01:13,20210310,Call,58.0,36
180,CMCSA,2021/04/16,$1.14M,62.5,57.32,2021/03/11 01:13,20210310,Put,1140.0,36
181,VIH,2021/08/20,$120.00K,20.0,14.95,2021/03/11 01:12,20210310,Call,120.0,162
182,CMCSA,2022/01/21,$420.00K,50.0,57.34,2021/03/11 01:12,20210310,Put,420.0,316
183,EXPR,2021/04/16,$304.29K,6.0,4.97,2021/03/11 01:12,20210310,Call,304.29,36
184,DIS,2021/06/18,$1.18M,180.0,196.63,2021/03/11 01:11,20210310,Put,1180.0,99
185,DIS,2021/03/19,$80.60K,180.0,196.63,2021/03/11 01:11,20210310,Put,80.6,8
186,DIS,2021/06/18,$3.84M,180.0,196.63,2021/03/11 01:11,20210310,Call,3840.0,99
187,DIS,2021/03/19,$2.71M,180.0,196.63,2021/03/11 01:11,20210310,Call,2710.0,8
188,GM,2022/01/21,$787.50K,65.0,56.76,2021/03/11 01:11,20210310,Call,787.5,316
189,YY,2021/04/16,$325.00K,145.0,115.13,2021/03/11 01:10,20210310,Call,325.0,36
190,HTZGQ,2022/01/21,$15.07K,8.0,0.0,2021/03/11 01:10,20210310,Call,15.07,316
191,JD,2021/04/16,$750.40K,90.0,89.43,2021/03/11 01:09,20210310,Call,750.4,36
192,JD,2021/04/16,$813.40K,90.0,89.43,2021/03/11 01:09,20210310,Put,813.4,36
193,GM,2022/01/21,$823.11K,65.0,56.85,2021/03/11 01:09,20210310,Call,823.11,316
194,PBR,2022/01/21,$969.00K,17.0,7.63,2021/03/11 01:06,20210310,Put,969.0,316
195,SNDL,2023/01/20,$240.63K,1.5,1.32,2021/03/11 01:06,20210310,Call,240.63,680
196,CHPT,2021/03/19,$470.00K,29.0,29.23,2021/03/11 01:06,20210310,Put,470.0,8
197,DAL,2021/06/18,$335.00K,45.0,47.78,2021/03/11 01:04,20210310,Put,335.0,99
198,NWBI,2021/08/20,$220.00K,15.0,15.2,2021/03/11 01:03,20210310,Call,220.0,162
199,HWM,2021/10/15,$77.00K,45.0,31.06,2021/03/11 00:59,20210310,Call,77.0,218
200,HWM,2021/10/15,$302.00K,35.0,31.06,2021/03/11 00:59,20210310,Call,302.0,218
201,SCHW,2021/03/19,$5.70M,55.0,64.47,2021/03/11 00:57,20210310,Call,5700.0,8
202,SCHW,2021/06/18,$1.47M,70.0,64.47,2021/03/11 00:57,20210310,Call,1470.0,99
203,NRG,2021/03/19,$134.01K,41.0,41.85,2021/03/11 00:57,20210310,Put,134.01,8
204,AJAX,2021/05/21,$37.70K,12.5,10.44,2021/03/11 00:54,20210310,Call,37.7,71
205,CMCSA,2021/03/19,$333.20K,55.0,57.18,2021/03/11 00:53,20210310,Call,333.2,8
206,CMCSA,2021/04/16,$85.40K,60.0,57.18,2021/03/11 00:53,20210310,Call,85.4,36
207,CMCSA,2021/04/16,$519.40K,60.0,57.18,2021/03/11 00:53,20210310,Put,519.4,36
208,VZ,2021/03/19,$120.47K,56.0,56.72,2021/03/11 00:53,20210310,Put,120.47,8
209,KO,2021/03/19,$67.50K,50.0,50.96,2021/03/11 00:53,20210310,Put,67.5,8
210,PLTR,2021/05/21,$1.18M,27.0,25.03,2021/03/11 00:52,20210310,Put,1180.0,71
211,EXPR,2021/03/19,$109.22K,5.5,4.78,2021/03/11 00:50,20210310,Call,109.22,8
212,CMCSA,2021/03/19,$1.69M,52.5,57.14,2021/03/11 00:50,20210310,Call,1690.0,8
213,CMCSA,2021/04/16,$1.33M,60.0,57.14,2021/03/11 00:50,20210310,Put,1330.0,36
214,CMCSA,2021/04/16,$216.00K,60.0,57.14,2021/03/11 00:50,20210310,Call,216.0,36
215,CMCSA,2021/03/19,$25.20K,52.5,57.14,2021/03/11 00:50,20210310,Put,25.2,8
216,GPS,2021/03/19,$2.89M,21.0,29.73,2021/03/11 00:50,20210310,Call,2890.0,8
217,AA,2021/04/16,$1.03M,25.0,31.77,2021/03/11 00:50,20210310,Call,1030.0,36
218,MU,2021/04/16,$890.00K,90.0,86.98,2021/03/11 00:49,20210310,Call,890.0,36
219,MU,2021/03/19,$380.00K,85.0,86.98,2021/03/11 00:49,20210310,Call,380.0,8
220,NRG,2021/03/19,$200.00K,40.0,42.12,2021/03/11 00:46,20210310,Put,200.0,8
221,PINS,2021/04/16,$630.00K,75.0,68.05,2021/03/11 00:42,20210310,Call,630.0,36
222,LNG,2021/03/19,$142.34K,65.0,73.43,2021/03/11 00:42,20210310,Put,142.34,8
223,SDC,2021/04/23,$213.73K,13.5,11.21,2021/03/11 00:40,20210310,Call,213.73,43
224,GM,2021/09/17,$4.64M,50.0,56.58,2021/03/11 00:40,20210310,Call,4640.0,190
225,MU,2022/01/21,$456.25K,60.0,86.87,2021/03/11 00:39,20210310,Put,456.25,316
226,GNUS,2021/03/19,$63.03K,2.5,2.17,2021/03/11 00:38,20210310,Call,63.03,8
227,SNAP,2021/03/12,$2.60M,67.0,56.13,2021/03/11 00:37,20210310,Put,2600.0,1
228,AAL,2021/03/19,$87.05K,21.0,21.68,2021/03/11 00:37,20210310,Put,87.05,8
229,SBH,2021/04/16,$200.00K,17.5,21.2,2021/03/11 00:37,20210310,Put,200.0,36
230,SBH,2021/04/16,$1.13M,22.5,21.2,2021/03/11 00:37,20210310,Put,1130.0,36
231,ADNT,2021/07/16,$497.76K,55.0,39.86,2021/03/11 00:35,20210310,Call,497.76,127
232,ADNT,2021/07/16,$790.56K,50.0,39.86,2021/03/11 00:35,20210310,Call,790.56,127
233,PLTR,2021/06/18,$3.31M,26.0,25.12,2021/03/11 00:34,20210310,Call,3310.0,99
234,UNFI,2021/05/21,$475.00K,25.0,36.39,2021/03/11 00:32,20210310,Put,475.0,71
235,PLTR,2021/06/18,$860.43K,26.0,25.17,2021/03/11 00:30,20210310,Call,860.43,99
236,OPEN,2021/03/19,$167.26K,23.0,23.51,2021/03/11 00:30,20210310,Put,167.26,8
237,MRO,2021/04/16,$72.00K,13.0,12.1,2021/03/11 00:27,20210310,Call,72.0,36
238,CMCSA,2021/04/16,$8.33M,60.0,57.07,2021/03/11 00:27,20210310,Put,8330.0,36
239,CMCSA,2021/03/19,$63.90K,50.0,57.07,2021/03/11 00:27,20210310,Put,63.9,8
240,CMCSA,2021/04/16,$1.28M,60.0,57.07,2021/03/11 00:27,20210310,Call,1280.0,36
241,CMCSA,2021/03/19,$14.80M,50.0,57.07,2021/03/11 00:27,20210310,Call,14800.0,8
242,TSM,2021/03/12,$154.75K,114.0,114.53,2021/03/11 00:27,20210310,Put,154.75,1
243,UNVR,2021/09/17,$140.00K,25.0,20.96,2021/03/11 00:26,20210310,Call,140.0,190
244,UNVR,2021/09/17,$45.00K,30.0,20.96,2021/03/11 00:26,20210310,Call,45.0,190
245,DIS,2021/06/18,$1.15M,180.0,197.33,2021/03/11 00:25,20210310,Put,1150.0,99
246,DIS,2021/03/19,$76.50K,180.0,197.33,2021/03/11 00:25,20210310,Put,76.5,8
247,ZM,2021/06/18,$5.33M,360.0,339.45,2021/03/11 00:22,20210310,Call,5330.0,99
248,ZM,2021/03/19,$1.01M,360.0,339.45,2021/03/11 00:22,20210310,Call,1010.0,8
249,ZM,2021/03/19,$4.05M,360.0,339.45,2021/03/11 00:22,20210310,Put,4050.0,8
250,ZM,2021/06/18,$8.30M,360.0,339.45,2021/03/11 00:22,20210310,Put,8300.0,99
251,PLTR,2021/05/21,$241.46K,20.0,25.13,2021/03/11 00:20,20210310,Put,241.46,71
252,AMC,2021/03/12,$356.10K,10.0,11.8,2021/03/11 00:20,20210310,Call,356.1,1
253,FUBO,2023/01/20,$1.86M,22.5,31.31,2021/03/11 00:18,20210310,Put,1860.0,680
254,V,2021/03/19,$195.72K,215.0,220.63,2021/03/11 00:18,20210310,Put,195.72,8
255,HLT,2021/03/19,$57.50K,115.0,123.52,2021/03/11 00:17,20210310,Put,57.5,8
256,HLT,2021/03/19,$1.13M,115.0,123.52,2021/03/11 00:17,20210310,Call,1130.0,8
257,HLT,2021/04/16,$632.50K,125.0,123.52,2021/03/11 00:17,20210310,Call,632.5,36
258,HLT,2021/04/16,$803.75K,125.0,123.52,2021/03/11 00:17,20210310,Put,803.75,36
259,HLT,2021/03/19,$56.25K,115.0,123.52,2021/03/11 00:17,20210310,Put,56.25,8
260,MET,2021/04/16,$308.00K,55.0,60.25,2021/03/11 00:17,20210310,Put,308.0,36
261,HLT,2021/03/19,$2.97M,100.0,123.6,2021/03/11 00:15,20210310,Call,2970.0,8
262,HLT,2021/03/19,$2.97M,100.0,123.6,2021/03/11 00:15,20210310,Call,2970.0,8
263,PBR,2022/01/21,$430.00K,8.0,7.62,2021/03/11 00:15,20210310,Put,430.0,316
264,PBR,2022/01/21,$467.50K,8.0,7.62,2021/03/11 00:11,20210310,Put,467.5,316
265,PBR,2022/01/21,$787.50K,10.0,7.62,2021/03/11 00:11,20210310,Put,787.5,316
266,HTZGQ,2022/01/21,$24.25K,10.0,0.0,2021/03/11 00:09,20210310,Call,24.25,316
267,X,2021/03/12,$116.25K,20.5,21.13,2021/03/11 00:07,20210310,Call,116.25,1
268,CNX,2021/03/19,$80.00K,15.0,14.75,2021/03/11 00:06,20210310,Call,80.0,8
